"mutator","instance","repl","HV","EPS","IGD","class","no","jobid"
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",9,0.0260977931390811,0.0358306188925082,0.015574170376357,"CLASS1",4,949
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",9,0.179492912767125,0.127035830618893,0.110282186493631,"CLASS1",4,939
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",9,0.0915241861572674,0.077370564281559,0.0509414246908753,"CLASS1",4,929
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",9,0.00662077224657132,0.0162866449511401,0.00507947988854348,"CLASS1",4,909
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph",9,0.00512190823768832,0.00977198697068404,0.00473360091491967,"CLASS1",4,919
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",9,0.0295385465598231,0.0340909090909092,0.0230709369296016,"CLASS1",5,449
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",9,0.179539928156949,0.147727272727273,0.115051568886541,"CLASS1",5,439
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",9,0.0769653219121302,0.0590909090909091,0.0631043525195937,"CLASS1",5,429
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",9,0.005607902735562,0.0125,0.00444514564863598,"CLASS1",5,409
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_5.graph",9,0.00711798839458389,0.0147727272727274,0.00495651641313097,"CLASS1",5,419
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",9,0.0264025562608415,0.0405576679340938,0.0147971940771931,"CLASS1",6,999
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",9,0.193562618862082,0.193916349809886,0.0976624915494874,"CLASS1",6,989
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",9,0.128807013009728,0.124207858048162,0.0694113974957046,"CLASS1",6,979
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",9,0.00739702317786095,0.017743979721166,0.00482462403721423,"CLASS1",6,959
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph",9,0.00730304299984696,0.0126742712294043,0.00485390757907822,"CLASS1",6,969
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",9,0.0275437226412382,0.031725888324873,0.0176623068330541,"CLASS1",7,299
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",9,0.180163869993218,0.161167512690355,0.093877524124278,"CLASS1",7,289
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",9,0.086215422635073,0.0786802030456852,0.053942216456942,"CLASS1",7,279
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",9,0.00669647444460475,0.0101522842639594,0.0058414104546535,"CLASS1",7,259
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_7.graph",9,0.00879975955116263,0.0177664974619289,0.00508657376942115,"CLASS1",7,269
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",9,0.0333280777633246,0.0549828178694158,0.0206849880764894,"CLASS1",8,1149
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",9,0.166240846051215,0.190148911798396,0.0969186183743237,"CLASS1",8,1139
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",9,0.0766680163926,0.0687285223367697,0.0501799645944742,"CLASS1",8,1129
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",9,0.00755368743930684,0.0252004581901488,0.007756642873719,"CLASS1",8,1109
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph",9,0.00538695925858212,0.0148911798396334,0.00583664493019263,"CLASS1",8,1119
"IF-G","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",9,0.0302592037307318,0.0423814328960646,0.014088922287533,"CLASS1",9,1599
"IF-L","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",9,0.157634244303767,0.148335015136226,0.0833439116812474,"CLASS1",9,1589
"SGS","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",9,0.0791637869932234,0.0696266397578205,0.0486117596284333,"CLASS1",9,1579
"USGS-F","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",9,0.00527725459110095,0.012108980827447,0.0048033921731591,"CLASS1",9,1559
"USGS-PRE","CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_9.graph",9,0.0058640455566179,0.0161453077699294,0.00558167136195299,"CLASS1",9,1569
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",9,0.011478039606151,0.0114503816793894,0.00948626438931753,"CLASS2",1,1749
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",9,0.138842792344286,0.0916030534351144,0.08671108223396,"CLASS2",1,1739
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",9,0.0698777519637127,0.0458015267175573,0.0428007654343187,"CLASS2",1,1729
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",9,0.00116163292399618,0.00724637681159424,0.00207725511490613,"CLASS2",1,1709
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_1.graph",9,0.00160415975218475,0.00763358778625967,0.00249884104330517,"CLASS2",1,1719
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",9,0.0143457868348699,0.0185185185185186,0.0118213945582656,"CLASS2",10,1449
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",9,0.147064531780689,0.114814814814815,0.0918569019769173,"CLASS2",10,1439
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",9,0.0568170790878213,0.0524017467248907,0.0367002576633814,"CLASS2",10,1429
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",9,0.00234513989972507,0.0131004366812228,0.00307956752172882,"CLASS2",10,1409
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_10.graph",9,0.0032508491023775,0.00740740740740753,0.00282465915776361,"CLASS2",10,1419
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",9,0.0114485760242216,0.017094017094017,0.00867309245339442,"CLASS2",2,1199
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",9,0.120257356419718,0.0982905982905984,0.0718600829236757,"CLASS2",2,1189
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",9,0.0784684769924621,0.0555555555555556,0.0502529112445136,"CLASS2",2,1179
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",9,0.00190809600403663,0.00738007380073813,0.0023451944294659,"CLASS2",2,1159
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph",9,0.00126155107704906,0.00738007380073813,0.00241109403194803,"CLASS2",2,1169
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",9,0.0133573267790261,0.0187265917602997,0.00982340651845218,"CLASS2",3,1699
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",9,0.151465941011236,0.116104868913858,0.0865256859759847,"CLASS2",3,1689
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",9,0.0679277855805244,0.0546875,0.0451891359301798,"CLASS2",3,1679
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",9,0.0015361657303371,0.00749063670411987,0.00236764664171099,"CLASS2",3,1659
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_3.graph",9,0.0018433988764045,0.00749063670411987,0.00209835342562578,"CLASS2",3,1669
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",9,0.00950720305559016,0.0138248847926268,0.00771714378562663,"CLASS2",4,1549
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",9,0.147237098850002,0.101382488479263,0.0922492582415234,"CLASS2",4,1539
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",9,0.0843401004691328,0.0691244239631337,0.0557603593211878,"CLASS2",4,1529
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",9,0.00174367916303386,0.00900900900900892,0.00264468276874718,"CLASS2",4,1509
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_4.graph",9,0.00263627682982515,0.00900900900900892,0.00338945679752755,"CLASS2",4,1519
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",9,0.0140542025270096,0.015748031496063,0.0104611335576277,"CLASS2",5,1849
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",9,0.173487761704206,0.127906976744186,0.109158260693122,"CLASS2",5,1839
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",9,0.0747726301654152,0.0511811023622046,0.0494338063143062,"CLASS2",5,1829
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",9,0.0022584386254042,0.00775193798449614,0.00320906037127677,"CLASS2",5,1809
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_5.graph",9,0.00178538729170474,0.00775193798449614,0.00252126377093504,"CLASS2",5,1819
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",9,0.0152166234989407,0.0161290322580645,0.0102023190161509,"CLASS2",6,1349
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",9,0.122100894749235,0.092741935483871,0.0764033261223991,"CLASS2",6,1339
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",9,0.0571727101483404,0.0443548387096773,0.0361812592386685,"CLASS2",6,1329
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",9,0.00304626795384988,0.0072992700729928,0.00391625646386724,"CLASS2",6,1309
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_6.graph",9,0.00266364492583004,0.00806451612903225,0.00311816189831346,"CLASS2",6,1319
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",9,0.0148341201153948,0.0203252032520325,0.0114778956019728,"CLASS2",7,1999
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",9,0.138276947285602,0.108870967741935,0.0960428743417077,"CLASS2",7,1989
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",9,0.077366902701285,0.0609756097560976,0.0487004986960031,"CLASS2",7,1979
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",9,0.00236034618410719,0.00806451612903225,0.00284145863582232,"CLASS2",7,1959
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_7.graph",9,0.00224560713349065,0.00806451612903247,0.00319421251391949,"CLASS2",7,1969
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",9,0.0111304347826087,0.0217391304347825,0.00872098019986498,"CLASS2",8,549
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",9,0.158531400966184,0.124444444444444,0.0955576371041641,"CLASS2",8,539
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",9,0.0594396135265701,0.048888888888889,0.0344973733718449,"CLASS2",8,529
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",9,0.00183574879227066,0.00888888888888895,0.00237154297695209,"CLASS2",8,509
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_8.graph",9,0.00195169082125612,0.00869565217391299,0.00257266096043442,"CLASS2",8,519
"IF-G","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",9,0.0168910648714808,0.0232558139534884,0.0100633526114145,"CLASS2",9,149
"IF-L","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",9,0.138229294165647,0.102325581395349,0.08486492074472,"CLASS2",9,139
"SGS","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",9,0.0554263565891472,0.0604651162790697,0.0343239127367043,"CLASS2",9,129
"USGS-F","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",9,0.00130558955528359,0.00465116279069777,0.0022266362218309,"CLASS2",9,109
"USGS-PRE","CLASS2_50_1225_0_2_UNG_CEG_CONCWG_9.graph",9,0.00222358221134233,0.00877192982456143,0.00333434065216873,"CLASS2",9,119
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",9,0.0315104213683834,0.113149847094801,0.0218200564047476,"CLASS3",1,1299
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",9,0.0860885930228459,0.250764525993884,0.0728859570646089,"CLASS3",1,1289
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",9,0.0541758121772205,0.168195718654434,0.0431910095005837,"CLASS3",1,1279
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",9,0.00788813718738679,0.0152905198776758,0.00516668504300929,"CLASS3",1,1259
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_1.graph",9,0.0139063344965649,0.0458715596330275,0.0076685980473132,"CLASS3",1,1269
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",9,0.0251716247139588,0.0621118012422359,0.0136226882017448,"CLASS3",10,649
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",9,0.0829751724849882,0.229813664596273,0.0639708788152974,"CLASS3",10,639
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",9,0.043992704874314,0.0652173913043479,0.0277312853357647,"CLASS3",10,629
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",9,0.0129617522066034,0.0186335403726707,0.00704713612706114,"CLASS3",10,609
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_10.graph",9,0.0175840057810431,0.0279503105590062,0.00893137830385807,"CLASS3",10,619
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",9,0.0317737820474883,0.0920245398773005,0.0213270060077498,"CLASS3",2,1799
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",9,0.0980995074928161,0.269938650306748,0.0804862469438255,"CLASS3",2,1789
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",9,0.0508419965938756,0.104294478527607,0.0379036248569103,"CLASS3",2,1779
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",9,0.0123611741266052,0.0368098159509203,0.00765820710502271,"CLASS3",2,1759
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_2.graph",9,0.0129521498694758,0.0398773006134969,0.00737443898418986,"CLASS3",2,1769
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",9,0.0315349162624633,0.0945121951219512,0.0174871291577317,"CLASS3",3,1099
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",9,0.0958730477451418,0.286585365853659,0.0779083894318246,"CLASS3",3,1089
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",9,0.0552851280377997,0.164634146341463,0.0364192630962657,"CLASS3",3,1079
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",9,0.0112939002428356,0.0670731707317074,0.00728625229460594,"CLASS3",3,1059
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph",9,0.0163263097128014,0.0182926829268295,0.0084554090285436,"CLASS3",3,1069
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",9,0.0337859218256246,0.0984615384615384,0.0181977448833283,"CLASS3",4,1949
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",9,0.0836953617102504,0.221538461538461,0.0701457790628174,"CLASS3",4,1939
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",9,0.0418044156009416,0.0892307692307692,0.0225437119422376,"CLASS3",4,1929
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",9,0.00825093847426372,0.0153846153846153,0.00546010148799285,"CLASS3",4,1909
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_4.graph",9,0.0147865368709043,0.043076923076923,0.00797609314562591,"CLASS3",4,1919
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",9,0.0278871218304851,0.0705521472392638,0.0201026701568089,"CLASS3",5,1399
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",9,0.0841863266542036,0.251533742331288,0.0753607189516145,"CLASS3",5,1389
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",9,0.045611555069907,0.128834355828221,0.031574566087703,"CLASS3",5,1379
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",9,0.00934315674451669,0.014216738197425,0.00576908684073157,"CLASS3",5,1359
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_5.graph",9,0.0167971115616525,0.0552147239263803,0.00875927826216771,"CLASS3",5,1369
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",9,0.0263851249623609,0.0679012345679013,0.0141023043525555,"CLASS3",6,1899
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",9,0.0926678711231559,0.259259259259259,0.0836556969601419,"CLASS3",6,1889
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",9,0.0431482850182039,0.108024691358025,0.0301337785647166,"CLASS3",6,1879
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",9,0.0135236169280885,0.0524691358024691,0.00789029242547674,"CLASS3",6,1859
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_6.graph",9,0.0198966288905316,0.0493827160493827,0.0105435680698726,"CLASS3",6,1869
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",9,0.0346003138478307,0.0776397515527951,0.0193522265548002,"CLASS3",7,1499
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",9,0.0970118679583913,0.248447204968944,0.078323581349862,"CLASS3",7,1489
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",9,0.0529096700839118,0.161490683229814,0.0298339710435924,"CLASS3",7,1479
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",9,0.012557671888067,0.0166414523449321,0.00727500738163599,"CLASS3",7,1459
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_7.graph",9,0.0158634104171166,0.0496894409937889,0.008571844283891,"CLASS3",7,1469
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",9,0.0281555861864697,0.115727002967359,0.0194842529813643,"CLASS3",8,99
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",9,0.0941733471455274,0.287833827893175,0.0806851986535025,"CLASS3",8,89
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",9,0.0475317388631478,0.154302670623145,0.032505124181901,"CLASS3",8,79
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",9,0.0115632127697489,0.0178041543026706,0.00660006821873098,"CLASS3",8,59
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_8.graph",9,0.0142204916698743,0.0652818991097923,0.00902055353038455,"CLASS3",8,69
"IF-G","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",9,0.0306620470509172,0.072289156626506,0.0201588781808813,"CLASS3",9,749
"IF-L","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",9,0.0902627569579704,0.253012048192771,0.0742127073911824,"CLASS3",9,739
"SGS","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",9,0.0532984904687804,0.156626506024096,0.0347825373267184,"CLASS3",9,729
"USGS-F","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",9,0.0178479963721666,0.0933734939759037,0.0106330314889114,"CLASS3",9,709
"USGS-PRE","CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph",9,0.0141222893197489,0.0235580828594639,0.00729514129495964,"CLASS3",9,719
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",9,0.0384852216748769,0.0625,0.0404362870546918,"CLASS4",1,849
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",9,0.426570197044335,0.3125,0.331834484420525,"CLASS4",1,839
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",9,0.605449507389163,0.438423645320197,0.476629929804114,"CLASS4",1,829
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",9,0,0,0,"CLASS4",1,809
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph",9,0,0,0,"CLASS4",1,819
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",9,0.00448504983388709,0.0357142857142856,0.015440687370977,"CLASS4",10,799
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",9,0.482225913621262,0.392857142857143,0.343551599074491,"CLASS4",10,789
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",9,0.0521594684385382,0.0418604651162791,0.0337423527816296,"CLASS4",10,779
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",9,0,0,0,"CLASS4",10,759
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph",9,0,0,0,"CLASS4",10,769
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",9,0.0446075663466967,0.0869565217391304,0.0541951146499917,"CLASS4",2,199
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",9,0.578769057029927,0.521739130434783,0.449353285826281,"CLASS4",2,189
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",9,0.128176171654432,0.130434782608696,0.111573011555075,"CLASS4",2,179
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",9,0,0,0,"CLASS4",2,159
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_2.graph",9,0,0,0,"CLASS4",2,169
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",9,0.0113333333333334,0.032,0.00749726713876095,"CLASS4",3,499
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",9,0.377,0.352,0.255969972021256,"CLASS4",3,489
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",9,0.690333333333333,0.592,0.604622863421728,"CLASS4",3,479
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",9,0,0,0,"CLASS4",3,459
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_3.graph",9,0,0,0,"CLASS4",3,469
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",9,0.000258799171842572,0.00595238095238093,0.00015176600441501,"CLASS4",4,399
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",9,0.320134575569358,0.238095238095238,0.188154473391418,"CLASS4",4,389
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",9,0.316252587991718,0.267857142857143,0.1937202549515,"CLASS4",4,379
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",9,0,0,0,"CLASS4",4,359
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_4.graph",9,0,0,0,"CLASS4",4,369
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",9,0.000667259786476859,0.00711743772241991,0.00232195339191658,"CLASS4",5,899
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",9,0.407806939501779,0.281138790035587,0.253543684750243,"CLASS4",5,889
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",9,0.336298932384341,0.245551601423488,0.248694177801,"CLASS4",5,879
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",9,0,0,0,"CLASS4",5,859
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph",9,0,0,0,"CLASS4",5,869
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",9,0,0,0,"CLASS4",6,349
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",9,0.624455732946299,0.423076923076923,0.502781325387145,"CLASS4",6,339
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",9,0.349056603773585,0.19811320754717,0.252038591719289,"CLASS4",6,329
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",9,0,0,0,"CLASS4",6,309
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_6.graph",9,0,0,0,"CLASS4",6,319
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",9,0.0206440957886046,0.0357142857142858,0.00994974884857751,"CLASS4",7,1049
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",9,0.468620974401321,0.357142857142857,0.314434991792496,"CLASS4",7,1039
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",9,0.473162675474814,0.289017341040462,0.36911068268052,"CLASS4",7,1029
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",9,0,0,0,"CLASS4",7,1009
"USGS-PRE","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph",9,0,0,0,"CLASS4",7,1019
"IF-G","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",9,0,0,0,"CLASS4",8,1649
"IF-L","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",9,0.437176470588235,0.32,0.333454993276262,"CLASS4",8,1639
"SGS","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",9,0.0270588235294119,0.0352941176470589,0.0136143811176904,"CLASS4",8,1629
"USGS-F","CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_8.graph",9,0,0,0,"CLASS4",8,1609
